213,Forget Paris,237,1995,3.1911764705882355
214,Far from Home: The Adventures of Yellow Dog,238,1995,3.0
215,Scrappin',238,2016,3.0
216,A Goofy Movie,239,1995,2.933333333333333
217,Hideaway,240,1995,3.4
218,Fluke,241,1995,3.5
219,Farinelli,242,1994,3.75
220,Gordy,243,1995,4.0
221,Gumby: The Movie,244,1995,3.0
222,The Glass Shield,245,1994,3.0
223,Hoop Dreams,246,1994,4.040983606557377
224,Heavenly Creatures,247,1994,3.651162790697674
225,Houseguest,248,1995,3.1538461538461537
226,Immortal Beloved,249,1994,3.375
227,Heavyweights,250,1995,3.25
228,The Hunted,251,1995,3.0
229,I.Q.,252,1994,3.0609756097560976
230,Interview with the Vampire,253,1994,3.396
231,Jefferson in Paris,254,1995,3.0
232,The Jerky Boys,255,1995,2.2
233,Junior,256,1994,2.702380952380953
234,Just Cause,257,1995,3.576923076923077
235,A Kid in King Arthur's Court,258,1995,2.5
236,Kiss of Death,259,1995,3.7
237,Star Wars,260,1977,4.221649484536083
238,Little Women,261,1994,3.715686274509804
239,A Little Princess,262,1995,3.85
240,Ladybird Ladybird,263,1994,3.0
241,L'Enfer,264,1994,4.5
242,Like Water for Chocolate,265,1992,3.879032258064516
243,Legends of the Fall,266,1994,3.4863013698630136
244,Major Payne,267,1995,2.730769230769231
245,Little Odessa,268,1994,4.25
246,Mi Vida Loca,269,1994,3.6666666666666665
247,Love Affair,270,1994,3.2222222222222223
248,Losing Isaiah,271,1995,3.5
249,The Madness of King George,272,1994,4.0
250,Mary Shelley's Frankenstein,273,1994,3.1296296296296298
251,Man of the House,274,1995,2.6666666666666665
252,Mixed Nuts,275,1994,2.8
253,Milk Money,276,1994,2.863636363636364
254,Miracle on 34th Street,277,1994,3.357142857142857
255,Miami Rhapsody,278,1995,3.0
256,My Family,279,1995,2.875
257,Murder in the First,280,1995,4.113636363636363
258,Nobody's Fool,281,1994,3.861111111111111
259,Nell,282,1994,3.284090909090909
260,New Jersey Drive,283,1995,3.0
261,Beyond Bedlam,285,1994,4.0
262,Nina Takes a Lover,287,1995,3.2
263,Natural Born Killers,288,1994,3.336448598130841
264,Only You,289,1994,3.4642857142857144
265,Once Were Warriors,290,1994,3.9375
266,Poison Ivy II: Lily,291,1996,2.0
267,Outbreak,292,1995,3.309090909090909
268,Leon: The Professional,293,1994,4.071969696969697
269,The Perez Family,294,1995,3.333333333333333
270,A Pyromaniac's Love Story,295,1995,3.0
271,Pulp Fiction,296,1994,4.256172839506172
272,Priest,299,1994,3.75
273,Quiz Show,300,1994,3.75
274,Picture Bride,301,1995,5.0
275,Queen Margot,302,1994,3.7142857142857135
276,The Quick and the Dead,303,1995,3.1875
277,Roommates,304,1995,3.333333333333333
278,Prêt-à-Porter,305,1994,2.75
279,Three Colors: Red,306,1994,4.171875
280,Three Colors: Blue,307,1993,4.145161290322581
281,Three Colors: White,308,1994,4.159090909090909
282,"Red Firecracker, Green Firecracker",309,1994,5.0
283,Stuart Saves His Family,312,1995,3.6
284,The Swan Princess,313,1994,2.7142857142857144
285,The Secret of Roan Inish,314,1994,3.941176470588236
286,The Specialist,315,1994,2.909090909090909
287,Stargate,316,1994,3.36896551724138
288,The Santa Clause,317,1994,2.9642857142857144
289,The Shawshank Redemption,318,1994,4.487138263665595
290,Shallow Grave,319,1994,3.973684210526316
291,Suture,320,1993,2.75
292,Strawberry and Chocolate,321,1993,3.642857142857143
293,Swimming with Sharks,322,1994,3.642857142857143
294,The Sum of Us,324,1994,3.333333333333333
295,Senior Trip,325,1995,3.0
296,To Live,326,1994,4.071428571428571
297,Tank Girl,327,1995,2.75
298,Tales from the Crypt: Demon Knight,328,1995,3.625
299,Star Trek: Generations,329,1994,3.3508771929824563
300,Tales from the Hood,330,1995,2.7
301,Tom & Viv,331,1994,3.0
302,Village of the Damned,332,1995,3.2
303,Tommy Boy,333,1995,3.32
304,Vanya on 42nd Street,334,1994,3.071428571428572
305,The Underneath,335,1995,3.0
306,The Walking Dead,336,1995,3.0
307,What's Eating Gilbert Grape,337,1993,3.7954545454545454
308,Virtuosity,338,1995,2.8
309,While You Were Sleeping,339,1995,3.4405940594059405
310,The War,340,1994,3.0
311,Double Happiness,341,1994,4.5
312,Muriel's Wedding,342,1994,3.4375
313,The Baby-Sitters Club,343,1995,3.0
314,Ace Ventura: Pet Detective,344,1994,2.8714285714285714
315,"The Adventures of Priscilla, Queen of the Desert",345,1994,3.75
316,Backbeat,346,1994,3.0
317,Bitter Moon,347,1992,3.857142857142857
318,Bullets Over Broadway,348,1994,3.9375
319,Clear and Present Danger,349,1994,3.7869565217391306
320,The Client,350,1994,3.3285714285714287
321,"Corrina, Corrina",351,1994,3.1923076923076925
322,Crooklyn,352,1994,3.357142857142857
323,The Crow,353,1994,3.58955223880597
324,Cobb,354,1994,3.5
325,The Flintstones,355,1994,2.2051282051282053
326,Forrest Gump,356,1994,4.05425219941349
327,Four Weddings and a Funeral,357,1994,3.6844262295081966
328,Higher Learning,358,1995,2.4285714285714284
329,I Love Trouble,360,1994,2.5
330,It Could Happen to You,361,1994,3.38
331,The Jungle Book,362,1994,3.45
332,"The Wonderful, Horrible Life of Leni Riefenstahl",363,1993,4.5
333,The Lion King,364,1994,3.7775
334,Little Buddha,365,1993,3.0
335,New Nightmare,366,1994,3.272727272727273
336,The Mask,367,1994,3.070063694267516
337,Maverick,368,1994,3.535211267605634
338,Mrs. Parker and the Vicious Circle,369,1994,3.055555555555556
339,The Naked Gun 33⅓: The Final Insult,370,1994,3.0522388059701493
340,The Paper,371,1994,3.25
341,Reality Bites,372,1994,3.0588235294117645
342,Red Rock West,373,1993,4.138888888888889
343,Ri¢hie Ri¢h,374,1994,2.1
344,Safe Passage,375,1994,3.6666666666666665
345,The River Wild,376,1994,3.425531914893617
346,Speed,377,1994,3.566666666666667
347,Speechless,378,1994,3.25
348,Timecop,379,1994,3.261904761904762
349,True Lies,380,1994,3.515151515151515
350,When a Man Loves a Woman,381,1994,3.1379310344827585
351,Wolf,382,1994,3.1052631578947367
352,Wyatt Earp,383,1994,3.1153846153846154
353,Bad Company,384,1995,3.25
354,A Low Down Dirty Shame,387,1994,3.6666666666666665
355,"Boys Life: Three Stories of Love, Lust, and Liberation",388,1994,3.6666666666666665
356,Colonel Chabert,389,1994,4.0
357,Clown Service,389,2015,4.0
358,"Faster, Pussycat! Kill! Kill!",390,1965,4.1
359,Jason's Lyric,391,1994,3.0
360,The Secret Adventures of Tom Thumb,392,1993,2.6666666666666665
361,Street Fighter,393,1994,2.1
362,Mirage,401,1995,4.0
363,Toronto Stories,401,2008,4.0
364,Highlander: The Final Dimension,405,1994,2.3125
365,In the Mouth of Madness,407,1994,3.05
366,8 Seconds,408,1994,3.0
367,Above the Rim,409,1994,2.5
368,Addams Family Values,410,1993,3.150684931506849
369,The Age of Innocence,412,1993,3.54
370,Airheads,413,1994,2.3076923076923075
371,The Air Up There,414,1994,2.5
372,Another Stakeout,415,1993,2.833333333333333
373,Bad Girls,416,1994,3.25
374,Barcelona,417,1994,3.615384615384616
375,Being Human,418,1994,3.0
376,The Beverly Hillbillies,419,1993,2.6
377,Shared Rooms,419,2016,2.6
378,Beverly Hills Cop III,420,1994,2.631578947368421
379,Black Beauty,421,1994,3.0
380,Blink,422,1994,3.7222222222222223
381,Blown Away,423,1994,3.392857142857143
382,Blue Chips,424,1994,3.0
383,Blue Sky,425,1994,3.875
384,Body Snatchers,426,1993,3.1666666666666665
385,Boxing Helena,427,1993,2.4285714285714284
386,A Bronx Tale,428,1993,3.717391304347826
387,Cabin Boy,429,1994,2.555555555555556
388,Carlito's Way,431,1993,3.671875
389,City Slickers II: The Legend of Curly's Gold,432,1994,2.6507936507936507
390,Clean Slate,433,1994,2.857142857142857
391,Cliffhanger,434,1993,3.0849056603773586
392,Coneheads,435,1993,2.463636363636364
393,Color of Night,436,1994,2.2
394,Cops & Robbersons,437,1994,2.75
395,The Cowboy Way,438,1994,3.0
396,Dangerous Game,439,1993,1.0
397,Dave,440,1993,3.561111111111111
398,Dazed and Confused,441,1993,3.6621621621621614
399,Demolition Man,442,1993,2.968421052631579
400,The Endless Summer 2,443,1994,2.6666666666666665
401,Even Cowgirls Get the Blues,444,1994,3.0
402,Fatal Instinct,445,1993,3.111111111111111
403,Farewell My Concubine,446,1993,4.0
404,The Favor,447,1994,4.0
405,Fearless,448,1993,3.590909090909091
406,Fear of a Black Hat,449,1994,3.5
407,With Honors,450,1994,3.4375
408,Flesh and Bone,451,1993,3.4285714285714284
409,Widows' Peak,452,1994,4.0
410,For Love or Money,453,1993,2.4
411,The Firm,454,1993,3.4727272727272727
412,Free Willy,455,1993,2.838709677419355
413,Fresh,456,1994,3.333333333333333
414,The Fugitive,457,1993,3.953051643192489
415,Geronimo: An American Legend,458,1993,3.75
416,The Getaway,459,1994,3.5
417,Getting Even with Dad,460,1994,2.5
418,Go Fish,461,1994,3.3
419,Guilty as Sin,463,1993,3.4285714285714284
420,Hard Target,464,1993,3.111111111111111
421,Heaven & Earth,465,1993,3.5
422,Hot Shots! Part Deux,466,1993,3.169491525423729
423,Live Nude Girls,467,1995,3.333333333333333
424,The Englishman Who Went Up a Hill But Came Down a Mountain,468,1995,3.303030303030303
425,Luton,468,2013,3.303030303030303
426,The House of the Spirits,469,1993,3.125
427,House Party 3,470,1994,2.0
428,The Hudsucker Proxy,471,1994,3.877551020408163
429,I'll Do Anything,472,1994,3.5
430,In the Army Now,473,1994,1.0
431,In the Line of Fire,474,1993,3.8625
432,In the Name of the Father,475,1993,4.209677419354839
433,The Inkwell,476,1994,4.0
434,What's Love Got to Do with It,477,1993,3.59375
435,Judgment Night,479,1993,3.25
436,Jurassic Park,480,1993,3.706204379562044
437,Kalifornia,481,1993,3.34375
438,Killing Zoe,482,1993,2.85
439,King of the Hill,483,1993,2.75
440,Lassie,484,1994,2.75
441,Last Action Hero,485,1993,2.8867924528301887
442,Life With Mikey,486,1993,2.5
443,Lightning Jack,487,1994,3.5
444,M. Butterfly,488,1993,3.125
445,Made in America,489,1993,2.625
446,Malice,490,1993,3.4285714285714284
447,The Man without a Face,491,1993,3.2857142857142856
448,Manhattan Murder Mystery,492,1993,3.738095238095238
449,Menace II Society,493,1993,3.3043478260869565
450,Executive Decision,494,1996,3.4754098360655736
451,In the Realm of the Senses,495,1976,3.8125
452,What Happened Was...,496,1994,2.6666666666666665
453,Much Ado About Nothing,497,1993,3.983333333333333
454,Mr. Jones,498,1993,2.6666666666666665
455,Mr. Wonderful,499,1993,3.0
456,Mrs. Doubtfire,500,1993,3.4673202614379086
457,Naked,501,1993,4.1
458,The Next Karate Kid,502,1994,2.4375
459,No Escape,504,1994,3.2
460,North,505,1994,2.7142857142857144
461,Orlando,506,1992,3.111111111111111
462,A Perfect World,507,1993,3.5
463,Philadelphia,508,1993,3.668604651162791
464,The Piano,509,1993,3.75
465,Poetic Justice,510,1993,2.3
466,The Program,511,1993,3.0
467,The Puppet Masters,512,1994,3.5
468,Radioland Murders,513,1994,2.5
469,The Ref,514,1994,3.647058823529412
470,The Remains of the Day,515,1993,4.043478260869565
471,Renaissance Man,516,1994,2.923076923076923
472,Rising Sun,517,1993,3.09375
473,The Road to Wellville,518,1994,2.136363636363636
474,RoboCop 3,519,1993,2.395833333333333
475,Robin Hood: Men in Tights,520,1993,3.0615384615384613
476,Romeo Is Bleeding,521,1993,3.6
477,Romper Stomper,522,1992,2.833333333333333
478,Ruby in Paradise,523,1993,3.333333333333333
479,Rudy,524,1993,3.555555555555556
480,Savage Nights,526,1992,1.0
481,Schindler's List,527,1993,4.30327868852459
482,The Scout,528,1994,2.5
483,Searching for Bobby Fischer,529,1993,3.933333333333333
484,The Secret Garden,531,1993,3.564516129032258
485,Serial Mom,532,1994,3.25
486,The Shadow,533,1994,3.333333333333333
487,Shadowlands,534,1993,4.2
488,Short Cuts,535,1993,3.8846153846153846
489,A Simple Twist of Fate,536,1994,2.25
490,Sirens,537,1993,3.05
491,Six Degrees of Separation,538,1993,3.9
492,Sleepless in Seattle,539,1993,3.428
493,Sliver,540,1993,2.6944444444444446
494,Blade Runner,541,1982,4.037671232876712
495,Son in Law,542,1993,2.736842105263158
496,So I Married an Axe Murderer,543,1993,3.3461538461538463
497,Striking Distance,544,1993,2.611111111111111
498,Super Mario Bros.,546,1993,1.7352941176470589
499,Surviving the Game,547,1994,3.0
500,Terminal Velocity,548,1994,3.0
501,Thirty Two Short Films About Glenn Gould,549,1993,4.125
502,Threesome,550,1994,3.272727272727273
503,The Nightmare Before Christmas,551,1993,3.65
504,The Three Musketeers,552,1993,3.14
505,Tombstone,553,1993,3.482456140350877
506,Trial by Jury,554,1994,3.0
507,True Romance,555,1993,3.8857142857142857
508,The War Room,556,1993,3.9
509,The Pagemaster,558,1994,2.6666666666666665
510,"Paris, France",559,1994,5.0
511,Killer,561,1994,3.0
512,Welcome to the Dollhouse,562,1995,3.716666666666667
513,Germinal,563,1993,3.0
514,Chasers,564,1994,3.0
515,Cronos,565,1993,4.5
516,Kika,567,1993,4.0
517,Bhaji on the Beach,568,1994,3.5
518,Little Big League,569,1994,2.5
519,Wide Eyed and Legless,571,1993,4.0
520,"Ciao, Professore!",573,1992,1.0
521,Spanking the Monkey,574,1994,3.333333333333333
522,The Little Rascals,575,1994,3.571428571428572
523,Andre,577,1994,2.0
524,Princess Caraboo,580,1994,3.0
525,The Celluloid Closet,581,1996,4.235294117647059
526,Café au Lait,582,1993,4.0
527,The Brady Bunch Movie,585,1995,3.073170731707317
528,Home Alone,586,1990,3.112403100775194
529,Ghost,587,1990,3.3253968253968256
530,Aladdin,588,1992,3.674418604651162
531,Terminator 2: Judgment Day,589,1991,4.006329113924051
532,Dances with Wolves,590,1990,3.717821782178218
533,Batman,592,1989,3.397959183673469
534,The Silence of the Lambs,593,1991,4.1381578947368425
535,Snow White and the Seven Dwarfs,594,1937,3.661971830985916
536,Beauty and the Beast,595,1991,3.75
537,Pinocchio,596,1940,3.583333333333333
538,Pretty Woman,597,1990,3.360544217687075
539,The Wild Bunch,599,1969,4.035714285714286
540,Love and a .45,600,1994,4.0
541,Bye Bye Love,603,1995,3.0
542,One Fine Day,605,1996,3.3421052631578947
543,Candyman: Farewell to the Flesh,606,1995,2.75
544,Fargo,608,1996,4.256696428571429
545,Homeward Bound II: Lost in San Francisco,609,1996,3.107142857142857
546,Heavy Metal,610,1981,3.3484848484848486
547,Hellraiser: Bloodline,611,1996,3.0
548,The Pallbearer,612,1996,2.6666666666666665
549,Jane Eyre,613,1996,3.5
550,Loaded,614,1996,1.5
551,Bread and Chocolate,615,1974,3.5
552,The Aristocats,616,1970,3.4642857142857144
553,The Flower of My Secret,617,1995,1.0
554,Ed,619,1996,2.125
555,Scream of Stone,620,1991,3.25
556,My Favorite Season,621,1993,3.333333333333333
557,A Thin Line Between Love and Hate,626,1996,2.0
558,The Last Supper,627,1995,3.333333333333333
559,Primal Fear,628,1996,3.88
560,Carried Away,630,1996,3.5
561,All Dogs Go to Heaven 2,631,1996,3.25
562,Land and Freedom,632,1995,4.5
563,Denise Calls Up,633,1995,4.0
564,A Family Thing,635,1996,3.857142857142857
565,Sgt. Bilko,637,1996,2.7586206896551726
566,Jack & Sarah,638,1995,4.0
567,All-Stars,638,2014,4.0
568,Girl 6,639,1996,3.2
569,Diabolique,640,1996,3.333333333333333
570,Courage Under Fire,647,1996,3.629032258064516
571,Mission: Impossible,648,1996,3.532738095238096
572,Moll Flanders,650,1996,3.1875
573,The Superwife,651,1996,1.0
574,DragonHeart,653,1996,3.1129032258064515
575,Eddie,656,1996,3.0
576,Purple Noon,659,1960,4.25
577,James and the Giant Peach,661,1996,3.6320754716981134
578,Fear,662,1996,3.111111111111111
579,Kids in the Hall: Brain Candy,663,1996,3.411764705882353
580,Faithful,664,1996,3.5
581,Underground,665,1995,3.4
582,Bloodsport II,667,1996,3.6666666666666665
583,Pather Panchali,668,1955,4.0
584,The World of Apu,670,1959,3.1666666666666665
585,Mystery Science Theater 3000: The Movie,671,1996,4.03030303030303
586,Space Jam,673,1996,2.68
587,Barbarella,674,1968,2.6904761904761907
588,Some Folks Call It a Sling Blade,678,1994,3.8333333333333335
589,The Run of the Country,679,1995,4.0
590,Alphaville,680,1965,3.9166666666666665
591,Coup de Torchon,681,1981,3.0
592,It's My Party,685,1996,3.125
593,Country Life,687,1994,3.0
594,Operation Dumbo Drop,688,1995,2.45
595,The Promise,690,1995,4.0
596,The Promise,690,1995,4.0
597,The Promise,690,1995,4.0
598,The Promise,690,1995,4.0
599,The Promise,690,1995,4.0
600,The Promise,690,1995,4.0
601,The Promise,690,1995,4.0
602,The Promise,690,1995,4.0
603,Mrs. Winterbourne,691,1996,3.357142857142857
604,Solo,692,1996,2.0
605,The Substitute,694,1996,2.85
606,True Crime,695,1996,4.0
607,Butterfly Kiss,696,1995,2.0
608,Feeling Minnesota,697,1996,3.333333333333333
609,Delta of Venus,698,1995,3.0
610,Angus,700,1995,3.142857142857143
611,Faces,702,1968,5.0
612,Boys,703,1996,3.0
613,The Quest,704,1996,3.0
614,Cosi,705,1996,2.833333333333333
615,Mulholland Falls,707,1996,3.111111111111111
616,The Truth About Cats & Dogs,708,1996,3.401639344262295
617,Oliver & Company,709,1988,2.875
618,Celtic Pride,710,1996,1.5
619,Flipper,711,1996,3.2222222222222223
620,Dead Man,714,1995,3.5454545454545454
621,The Horseman on the Roof,715,1995,2.6666666666666665
622,The Visitors,718,1993,3.0
623,Multiplicity,719,1996,2.8088235294117645
624,"The Haunted World of Edward D. Wood, Jr.",722,1996,4.0
625,The Craft,724,1996,3.111111111111111
626,The Great White Hype,725,1996,2.375
627,Last Dance,726,1996,3.0
628,Cold Comfort Farm,728,1995,3.96875
629,Heaven's Prisoners,731,1996,2.75
630,The Rock,733,1996,3.737037037037037
631,Cemetery Man,735,1994,4.125
632,Twister,736,1996,3.25
633,Barb Wire,737,1996,2.3666666666666667
634,Ghost in the Shell,741,1995,4.148148148148148
635,Thinner,742,1996,2.75
636,Spy Hard,743,1996,2.6818181818181817
637,A Close Shave,745,1995,4.193548387096774
638,Force of Evil,746,1948,2.0
639,The Stupids,747,1996,2.75
640,The Arrival,748,1996,3.272727272727273
641,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,750,1964,4.20952380952381
642,A Month by the Lake,753,1995,3.5
643,Gold Diggers: The Secret of Bear Mountain,754,1995,3.6666666666666665
644,Kim,755,1950,2.0
645,Carmen Miranda: Bananas Is My Business,756,1995,3.0
